,textfile,imageName,imagePath,altitude.raw,ind,TL.px,HF.px,HD.px,notes
158,Gal2023_DJIMini2_20230220_084321_354.221.png.csv,Gal2023_DJIMini2_20230220_084321_354.221.png,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230220/Gal2023_DJIMini2_20230220_084321/Gal2023_DJIMini2_20230220_084321_354.221.png,40.1,2,116.57,NA,69.45,juanito
159,Gal2023_DJIMini2_20230220_084321_451.818.png.csv,Gal2023_DJIMini2_20230220_084321_451.818.png,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230220/Gal2023_DJIMini2_20230220_084321/Gal2023_DJIMini2_20230220_084321_451.818.png,55.6,3,259.13,NA,169.27,"with juanito
"
160,Gal2023_DJIMini2_20230220_084321_479.913.png.csv,Gal2023_DJIMini2_20230220_084321_479.913.png,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230220/Gal2023_DJIMini2_20230220_084321/Gal2023_DJIMini2_20230220_084321_479.913.png,55.9,3,256.96,69.27,164.95,"with juanito
"
161,Gal2023_DJIMini2_20230220_084321_496.963.png.csv,Gal2023_DJIMini2_20230220_084321_496.963.png,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230220/Gal2023_DJIMini2_20230220_084321/Gal2023_DJIMini2_20230220_084321_496.963.png,57,3,254.25,74.34,158.71,"with juanito
"
162,Gal2023_DJIMini2_20230220_133246_185.652.png.csv,Gal2023_DJIMini2_20230220_133246_185.652.png,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230220/Gal2023_DJIMini2_20230220_133246/Gal2023_DJIMini2_20230220_133246_185.652.png,120.1,1,120.75,NA,NA,
163,Gal2023_DJIMini2_20230220_133246_202.002.png.csv,Gal2023_DJIMini2_20230220_133246_202.002.png,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230220/Gal2023_DJIMini2_20230220_133246/Gal2023_DJIMini2_20230220_133246_202.002.png,120.1,1,121.11,NA,73.47,
164,Gal2023_DJIMini2_20230220_133246_223.590.png.csv,Gal2023_DJIMini2_20230220_133246_223.590.png,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230220/Gal2023_DJIMini2_20230220_133246/Gal2023_DJIMini2_20230220_133246_223.590.png,120.2,1,123.08,NA,72.92,
165,Gal2023_DJIMini2_20230220_134924_481.081.png.csv,Gal2023_DJIMini2_20230220_134924_481.081.png,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230220/Gal2023_DJIMini2_20230220_134924/Gal2023_DJIMini2_20230220_134924_481.081.png,20.3,1,677.45,NA,457.9,
166,Gal2023_DJIMini2_20230220_134924_486.319.png.csv,Gal2023_DJIMini2_20230220_134924_486.319.png,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230220/Gal2023_DJIMini2_20230220_134924/Gal2023_DJIMini2_20230220_134924_486.319.png,20.2,1,631.2,206.02,437.01,
167,Gal2023_DJIMini2_20230220_134924_496.296.png.csv,Gal2023_DJIMini2_20230220_134924_496.296.png,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230220/Gal2023_DJIMini2_20230220_134924/Gal2023_DJIMini2_20230220_134924_496.296.png,22,1,587.24,NA,391.86,
168,Gal2023_DJIMini2_20230220_134924_478.645.png.csv,Gal2023_DJIMini2_20230220_134924_478.645.png,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230220/Gal2023_DJIMini2_20230220_134924/Gal2023_DJIMini2_20230220_134924_478.645.png,20.9,2,655.93,190.02,432.62,
169,Gal2023_DJIMini2_20230220_134924_508.408.png.csv,Gal2023_DJIMini2_20230220_134924_508.408.png,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230220/Gal2023_DJIMini2_20230220_134924/Gal2023_DJIMini2_20230220_134924_508.408.png,22.2,2,625.9,181.46,429.68,
170,Gal2023_DJIMini2_20230220_134924_526.993.png.csv,Gal2023_DJIMini2_20230220_134924_526.993.png,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230220/Gal2023_DJIMini2_20230220_134924/Gal2023_DJIMini2_20230220_134924_526.993.png,21.8,2,650.98,193.52,424.49,
171,Gal2023_DJIMini2_20230220_151411_114.715.png.csv,Gal2023_DJIMini2_20230220_151411_114.715.png,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230220/Gal2023_DJIMini2_20230220_151411/Gal2023_DJIMini2_20230220_151411_114.715.png,118.1,1,126.57,NA,83.82,
172,Gal2023_DJIMini2_20230220_151411_132.699.png.csv,Gal2023_DJIMini2_20230220_151411_132.699.png,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230220/Gal2023_DJIMini2_20230220_151411/Gal2023_DJIMini2_20230220_151411_132.699.png,87.8,1,173.96,NA,107.2,
173,Gal2023_DJIMini2_20230220_151411_138.338.png.csv,Gal2023_DJIMini2_20230220_151411_138.338.png,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230220/Gal2023_DJIMini2_20230220_151411/Gal2023_DJIMini2_20230220_151411_138.338.png,76,1,190.88,NA,124.33,
174,Gal2023_DJIMini2_20230220_151411_132.699.png.csv,Gal2023_DJIMini2_20230220_151411_132.699.png,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230220/Gal2023_DJIMini2_20230220_151411/Gal2023_DJIMini2_20230220_151411_132.699.png,87.8,2,185.54,53.25,114.68,
175,Gal2023_DJIMini2_20230220_151411_138.338.png.csv,Gal2023_DJIMini2_20230220_151411_138.338.png,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230220/Gal2023_DJIMini2_20230220_151411/Gal2023_DJIMini2_20230220_151411_138.338.png,76,2,218.5,63.14,136.55,
176,Gal2023_DJIMini2_20230220_151411_179.913.png.csv,Gal2023_DJIMini2_20230220_151411_179.913.png,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230220/Gal2023_DJIMini2_20230220_151411/Gal2023_DJIMini2_20230220_151411_179.913.png,60.3,2,280.88,81.33,177.63,
177,Gal2023_DJIMini2_20230221_072412_122.255.png.csv,Gal2023_DJIMini2_20230221_072412_122.255.png,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230221/Gal2023_DJIMini2_20230221_072412/Gal2023_DJIMini2_20230221_072412_122.255.png,67.2,1,82.73,NA,NA,juanito
178,Gal2023_DJIMini2_20230221_072412_224.591.png.csv,Gal2023_DJIMini2_20230221_072412_224.591.png,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230221/Gal2023_DJIMini2_20230221_072412/Gal2023_DJIMini2_20230221_072412_224.591.png,60,1,86.92,NA,NA,juanito
179,Gal2023_DJIMini2_20230221_072412_476.142.png.csv,Gal2023_DJIMini2_20230221_072412_476.142.png,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230221/Gal2023_DJIMini2_20230221_072412/Gal2023_DJIMini2_20230221_072412_476.142.png,61.7,1,74.92,NA,NA,juanito
180,Gal2023_DJIMini2_20230221_072412_176.309.png.csv,Gal2023_DJIMini2_20230221_072412_176.309.png,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230221/Gal2023_DJIMini2_20230221_072412/Gal2023_DJIMini2_20230221_072412_176.309.png,54.8,2,200.96,NA,127.27,
181,Gal2023_DJIMini2_20230221_072412_186.453.png.csv,Gal2023_DJIMini2_20230221_072412_186.453.png,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230221/Gal2023_DJIMini2_20230221_072412/Gal2023_DJIMini2_20230221_072412_186.453.png,54.9,2,199.72,56.32,121.18,
182,Gal2023_DJIMini2_20230221_072412_201.535.png.csv,Gal2023_DJIMini2_20230221_072412_201.535.png,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230221/Gal2023_DJIMini2_20230221_072412/Gal2023_DJIMini2_20230221_072412_201.535.png,54.9,2,200.91,NA,124.43,
183,Gal2023_DJIMini2_20230221_072412_201.535.png.csv,Gal2023_DJIMini2_20230221_072412_201.535.png,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230221/Gal2023_DJIMini2_20230221_072412/Gal2023_DJIMini2_20230221_072412_201.535.png,54.9,3,270.72,NA,172.79,
184,Gal2023_DJIMini2_20230221_072412_224.591.png.csv,Gal2023_DJIMini2_20230221_072412_224.591.png,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230221/Gal2023_DJIMini2_20230221_072412/Gal2023_DJIMini2_20230221_072412_224.591.png,60,3,251.93,NA,159.52,
185,Gal2023_DJIMini2_20230221_072412_239.439.png.csv,Gal2023_DJIMini2_20230221_072412_239.439.png,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230221/Gal2023_DJIMini2_20230221_072412/Gal2023_DJIMini2_20230221_072412_239.439.png,60,3,250.02,NA,159.58,
186,Gal2023_DJIMini2_20230221_095010_402.802.png.csv,Gal2023_DJIMini2_20230221_095010_402.802.png,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230221/Gal2023_DJIMini2_20230221_095010/Gal2023_DJIMini2_20230221_095010_402.802.png,85.8,1,149.15,NA,89.78,
187,Gal2023_DJIMini2_20230221_095010_425.292.png.csv,Gal2023_DJIMini2_20230221_095010_425.292.png,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230221/Gal2023_DJIMini2_20230221_095010/Gal2023_DJIMini2_20230221_095010_425.292.png,85.8,1,170.3,NA,110.05,
188,Gal2023_DJIMini2_20230221_095010_448.448.png.csv,Gal2023_DJIMini2_20230221_095010_448.448.png,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230221/Gal2023_DJIMini2_20230221_095010/Gal2023_DJIMini2_20230221_095010_448.448.png,85.8,1,157.49,NA,99.74,
189,Gal2023_DJIMini2_20230221_095010_425.292.png.csv,Gal2023_DJIMini2_20230221_095010_425.292.png,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230221/Gal2023_DJIMini2_20230221_095010/Gal2023_DJIMini2_20230221_095010_425.292.png,85.8,2,188.23,NA,115.18,
190,Gal2023_DJIMini2_20230221_095010_438.004.png.csv,Gal2023_DJIMini2_20230221_095010_438.004.png,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230221/Gal2023_DJIMini2_20230221_095010/Gal2023_DJIMini2_20230221_095010_438.004.png,85.7,2,181.26,NA,115.97,
191,Gal2023_DJIMini2_20230221_095010_448.448.png.csv,Gal2023_DJIMini2_20230221_095010_448.448.png,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230221/Gal2023_DJIMini2_20230221_095010/Gal2023_DJIMini2_20230221_095010_448.448.png,85.8,2,179.81,NA,112.36,
192,Gal2023_DJIMini2_20230221_144615_499.366.png.csv,Gal2023_DJIMini2_20230221_144615_499.366.png,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230221/Gal2023_DJIMini2_20230221_144615/Gal2023_DJIMini2_20230221_144615_499.366.png,60.1,1,68.65,NA,NA,juanito
193,Gal2023_DJIMini2_20230221_144615_535.468.png.csv,Gal2023_DJIMini2_20230221_144615_535.468.png,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230221/Gal2023_DJIMini2_20230221_144615/Gal2023_DJIMini2_20230221_144615_535.468.png,18,1,251.41,NA,NA,juanito
194,Gal2023_DJIMini2_20230221_144615_588.521.png.csv,Gal2023_DJIMini2_20230221_144615_588.521.png,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230221/Gal2023_DJIMini2_20230221_144615/Gal2023_DJIMini2_20230221_144615_588.521.png,20.8,1,214.66,NA,NA,juanito
195,Gal2023_DJIMini2_20230221_144615_499.366.png.csv,Gal2023_DJIMini2_20230221_144615_499.366.png,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230221/Gal2023_DJIMini2_20230221_144615/Gal2023_DJIMini2_20230221_144615_499.366.png,63.1,2,240.17,NA,149.88,
196,Gal2023_DJIMini2_20230221_144615_535.468.png.csv,Gal2023_DJIMini2_20230221_144615_535.468.png,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230221/Gal2023_DJIMini2_20230221_144615/Gal2023_DJIMini2_20230221_144615_535.468.png,18,2,717.85,NA,459.77,
197,Gal2023_DJIMini2_20230221_144615_559.893.png.csv,Gal2023_DJIMini2_20230221_144615_559.893.png,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230221/Gal2023_DJIMini2_20230221_144615/Gal2023_DJIMini2_20230221_144615_559.893.png,20.2,2,652.08,NA,414.98,
198,Gal2023_DJIMini2_20230222_083900_130.564.png.csv,Gal2023_DJIMini2_20230222_083900_130.564.png,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230222/Gal2023_DJIMini2_20230222_083900/Gal2023_DJIMini2_20230222_083900_130.564.png,16.4,1,750.37,235.09,501.52,
199,Gal2023_DJIMini2_20230222_083900_146.480.png.csv,Gal2023_DJIMini2_20230222_083900_146.480.png,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230222/Gal2023_DJIMini2_20230222_083900/Gal2023_DJIMini2_20230222_083900_146.480.png,16,1,746.55,222.08,483.47,
200,Gal2023_DJIMini2_20230222_083900_72.306.png.csv,Gal2023_DJIMini2_20230222_083900_72.306.png,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230222/Gal2023_DJIMini2_20230222_083900/Gal2023_DJIMini2_20230222_083900_72.306.png,120.7,1,124.01,NA,74.61,
201,Gal2023_DJIMini2_20230222_101504_159.092.png.csv,Gal2023_DJIMini2_20230222_101504_159.092.png,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230222/Gal2023_DJIMini2_20230222_101504/Gal2023_DJIMini2_20230222_101504_159.092.png,14.3,1,932.37,288.4,611.87,
202,Gal2023_DJIMini2_20230222_101504_194.261.png.csv,Gal2023_DJIMini2_20230222_101504_194.261.png,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230222/Gal2023_DJIMini2_20230222_101504/Gal2023_DJIMini2_20230222_101504_194.261.png,13.3,1,953.52,300.19,622.33,
203,Gal2023_DJIMini2_20230222_101504_382.882.png.csv,Gal2023_DJIMini2_20230222_101504_382.882.png,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230222/Gal2023_DJIMini2_20230222_101504/Gal2023_DJIMini2_20230222_101504_382.882.png,15.3,1,862.31,268.24,568.36,
204,Gal2023_DJIMini2_20230222_154059_155.455.png.csv,Gal2023_DJIMini2_20230222_154059_155.455.png,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230222/Gal2023_DJIMini2_20230222_154059/Gal2023_DJIMini2_20230222_154059_155.455.png,38.2,1,384.53,NA,256.99,
205,Gal2023_DJIMini2_20230222_154059_243.110.png.csv,Gal2023_DJIMini2_20230222_154059_243.110.png,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230222/Gal2023_DJIMini2_20230222_154059/Gal2023_DJIMini2_20230222_154059_243.110.png,38.5,1,387.11,NA,256.39,
206,Gal2023_DJIMini2_20230222_154059_99.833.png.csv,Gal2023_DJIMini2_20230222_154059_99.833.png,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230222/Gal2023_DJIMini2_20230222_154059/Gal2023_DJIMini2_20230222_154059_99.833.png,123.5,1,125.83,NA,85.74,
207,Gal2023_DJIMini2_20230222_154059_190.590.png.csv,Gal2023_DJIMini2_20230222_154059_190.590.png,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230222/Gal2023_DJIMini2_20230222_154059/Gal2023_DJIMini2_20230222_154059_190.590.png,18,2,730.59,230.47,484.33,
208,Gal2023_DJIMini2_20230222_154059_221.221.png.csv,Gal2023_DJIMini2_20230222_154059_221.221.png,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230222/Gal2023_DJIMini2_20230222_154059/Gal2023_DJIMini2_20230222_154059_221.221.png,30.9,2,461.85,137.12,299.01,
209,Gal2023_DJIMini2_20230222_154059_99.833.png.csv,Gal2023_DJIMini2_20230222_154059_99.833.png,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230222/Gal2023_DJIMini2_20230222_154059/Gal2023_DJIMini2_20230222_154059_99.833.png,123.5,2,128.25,NA,80.82,
210,Gal2023_DJIMini2_20230223_073130_152.csv,Gal2023_DJIMini2_20230223_073130_152.986.png,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230223/Gal2023_DJIMini2_20230223_073130/Gal2023_DJIMini2_20230223_073130_152.986.png,19.9,1,705.22,216.87,442.69,
211,Gal2023_DJIMini2_20230223_073130_164.264.png.csv,Gal2023_DJIMini2_20230223_073130_164.264.png,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230223/Gal2023_DJIMini2_20230223_073130/Gal2023_DJIMini2_20230223_073130_164.264.png,19.4,1,724.65,219.08,484.87,
212,Gal2023_DJIMini2_20230223_073130_238.972.png.csv,Gal2023_DJIMini2_20230223_073130_238.972.png,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230223/Gal2023_DJIMini2_20230223_073130/Gal2023_DJIMini2_20230223_073130_238.972.png,29.7,1,509.18,NA,327.32,
213,Gal2023_DJIMini2_20230223_073130_238.972.png.csv,Gal2023_DJIMini2_20230223_073130_238.972.png,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230223/Gal2023_DJIMini2_20230223_073130/Gal2023_DJIMini2_20230223_073130_238.972.png,29.7,2,481.42,NA,332.73,
214,Gal2023_DJIMini2_20230223_073130_250.851.png.csv,Gal2023_DJIMini2_20230223_073130_250.851.png,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230223/Gal2023_DJIMini2_20230223_073130/Gal2023_DJIMini2_20230223_073130_250.851.png,36.6,2,382,NA,256.74,
215,Gal2023_DJIMini2_20230223_073130_268.435.png.csv,Gal2023_DJIMini2_20230223_073130_268.435.png,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230223/Gal2023_DJIMini2_20230223_073130/Gal2023_DJIMini2_20230223_073130_268.435.png,40.5,2,351.91,NA,240.29,
216,Gal2023_DJIMini2_20230223_073130_152.986.png.csv,Gal2023_DJIMini2_20230223_073130_152.986.png,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230223/Gal2023_DJIMini2_20230223_073130/Gal2023_DJIMini2_20230223_073130_152.986.png,19.9,3,704.25,202.31,452.6,
217,Gal2023_DJIMini2_20230223_073130_167.134.png.csv,Gal2023_DJIMini2_20230223_073130_167.134.png,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230223/Gal2023_DJIMini2_20230223_073130/Gal2023_DJIMini2_20230223_073130_167.134.png,20,3,681.98,214.36,423.02,
218,Gal2023_DJIMini2_20230223_073130_238.972.png.csv,Gal2023_DJIMini2_20230223_073130_238.972.png,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230223/Gal2023_DJIMini2_20230223_073130/Gal2023_DJIMini2_20230223_073130_238.972.png,29.7,3,513.36,NA,340.15,
219,Gal2023_DJIMini2_20230223_102801_123.957.png.csv,Gal2023_DJIMini2_20230223_102801_123.957.png,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230223/Gal2023_DJIMini2_20230223_102801/Gal2023_DJIMini2_20230223_102801_123.957.png,51.1,1,301.65,NA,203.93,
220,Gal2023_DJIMini2_20230223_102801_135.936.png.csv,Gal2023_DJIMini2_20230223_102801_135.936.png,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230223/Gal2023_DJIMini2_20230223_102801/Gal2023_DJIMini2_20230223_102801_135.936.png,49.5,1,301.76,NA,NA,
221,Gal2023_DJIMini2_20230223_102801_153.487.png.csv,Gal2023_DJIMini2_20230223_102801_153.487.png,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230223/Gal2023_DJIMini2_20230223_102801/Gal2023_DJIMini2_20230223_102801_153.487.png,50.2,1,300.57,NA,184.9,
222,Gal2023_DJIMini2_20230223_151836_285.919.png.csv,Gal2023_DJIMini2_20230223_151836_285.919.png,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230223/Gal2023_DJIMini2_20230223_151836/Gal2023_DJIMini2_20230223_151836_285.919.png,13.7,1,853.73,265.58,540.1,
223,Gal2023_DJIMini2_20230223_151836_301.968.png.csv,Gal2023_DJIMini2_20230223_151836_301.968.png,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230223/Gal2023_DJIMini2_20230223_151836/Gal2023_DJIMini2_20230223_151836_301.968.png,19.2,1,632.13,205.45,398.18,
224,Gal2023_DJIMini2_20230223_151836_317.517.png.csv,Gal2023_DJIMini2_20230223_151836_317.517.png,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230223/Gal2023_DJIMini2_20230223_151836/Gal2023_DJIMini2_20230223_151836_317.517.png,20.9,1,623.28,186.63,413.2,
225,Gal2023_DJIMini2_20230223_151836_285.919.png.csv,Gal2023_DJIMini2_20230223_151836_285.919.png,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230223/Gal2023_DJIMini2_20230223_151836/Gal2023_DJIMini2_20230223_151836_285.919.png,13.7,2,929.85,294.18,619.98,
226,Gal2023_DJIMini2_20230223_151836_301.968.png.csv,Gal2023_DJIMini2_20230223_151836_301.968.png,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230223/Gal2023_DJIMini2_20230223_151836/Gal2023_DJIMini2_20230223_151836_301.968.png,19.2,2,683.76,209.6,448.08,
227,Gal2023_DJIMini2_20230223_151836_317.517.png.csv,Gal2023_DJIMini2_20230223_151836_317.517.png,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230223/Gal2023_DJIMini2_20230223_151836/Gal2023_DJIMini2_20230223_151836_317.517.png,20.9,2,683.24,208.25,434.96,
228,Gal2023_DJIMini2_20230322_083716_107.307.png.csv,Gal2023_DJIMini2_20230322_083716_107.307.png,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230322/Gal2023_DJIMini2_20230322_083716/Gal2023_DJIMini2_20230322_083716_107.307.png,119.2,1,264.13,NA,169.23,
229,Gal2023_DJIMini2_20230322_083716_119.953.png.csv,Gal2023_DJIMini2_20230322_083716_119.953.png,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230322/Gal2023_DJIMini2_20230322_083716/Gal2023_DJIMini2_20230322_083716_119.953.png,119.5,1,267.7,NA,169.56,
230,Gal2023_DJIMini2_20230322_083716_92.726.png.csv,Gal2023_DJIMini2_20230322_083716_92.726.png,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230322/Gal2023_DJIMini2_20230322_083716/Gal2023_DJIMini2_20230322_083716_92.726.png,119.9,1,263.2,NA,171.05,
231,Gal2023_DJIMini2_20230322_083716_107.307.png.csv,Gal2023_DJIMini2_20230322_083716_107.307.png,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230322/Gal2023_DJIMini2_20230322_083716/Gal2023_DJIMini2_20230322_083716_107.307.png,119.2,2,240.17,NA,153.25,
232,Gal2023_DJIMini2_20230322_083716_119.953.png.csv,Gal2023_DJIMini2_20230322_083716_119.953.png,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230322/Gal2023_DJIMini2_20230322_083716/Gal2023_DJIMini2_20230322_083716_119.953.png,119.5,2,237.44,73.03,153.33,
233,Gal2023_DJIMini2_20230322_083716_92.726.png.csv,Gal2023_DJIMini2_20230322_083716_92.726.png,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230322/Gal2023_DJIMini2_20230322_083716/Gal2023_DJIMini2_20230322_083716_92.726.png,119.9,2,239.18,74.86,151.49,
234,Gal2023_DJIMini2_20230322_083716_107.307.png.csv,Gal2023_DJIMini2_20230322_083716_107.307.png,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230322/Gal2023_DJIMini2_20230322_083716/Gal2023_DJIMini2_20230322_083716_107.307.png,119.2,3,285.05,92.73,181.72,
235,Gal2023_DJIMini2_20230322_083716_119.953.png.csv,Gal2023_DJIMini2_20230322_083716_119.953.png,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230322/Gal2023_DJIMini2_20230322_083716/Gal2023_DJIMini2_20230322_083716_119.953.png,119.5,3,291.23,99.49,195.04,
236,Gal2023_DJIMini2_20230322_083716_92.726.png.csv,Gal2023_DJIMini2_20230322_083716_92.726.png,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230322/Gal2023_DJIMini2_20230322_083716/Gal2023_DJIMini2_20230322_083716_92.726.png,119.9,3,288.34,92.1,186.82,
